id_bioguide,term_number,term_id,term_type,term_start,term_end,state,district,class,party,how,url,address,phone,fax,contact_form,office,state_rank,rss_url,caucus
G000281,4,G000281-4,rep,1859-12-05,1861-03-03,VA,4,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000282,0,G000282-0,rep,1959-01-07,1961-01-03,NY,43,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000282,1,G000282-1,rep,1961-01-03,1963-01-03,NY,43,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000282,2,G000282-2,rep,1963-01-09,1965-01-03,NY,38,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000282,3,G000282-3,rep,1965-01-04,1967-01-03,NY,38,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000282,4,G000282-4,sen,1968-09-10,1971-01-03,NY,NULL,1,Republican,appointment,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000283,0,G000283-0,rep,1829-12-07,1831-03-03,OH,11,NULL,Jackson,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000284,0,G000284-0,rep,1851-12-01,1853-03-03,ME,3,NULL,Whig,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000285,0,G000285-0,rep,1849-12-03,1851-03-03,ME,4,NULL,Whig,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000286,0,G000286-0,rep,1789-03-04,1791-03-03,MA,2,NULL,Federalist,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000286,1,G000286-1,rep,1791-10-24,1793-03-03,MA,2,NULL,Federalist,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000286,2,G000286-2,rep,1793-12-02,1795-03-03,MA,1,NULL,Federalist,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000286,3,G000286-3,rep,1795-06-08,1796-06-11,MA,1,NULL,Federalist,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000286,4,G000286-4,sen,1796-06-11,1797-03-03,MA,NULL,1,Federalist,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000286,5,G000286-5,sen,1797-03-04,1800-11-08,MA,NULL,1,Federalist,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000287,0,G000287-0,rep,1875-12-06,1877-03-03,KS,2,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000288,0,G000288-0,sen,1921-04-11,1927-03-04,ID,NULL,3,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000288,1,G000288-1,sen,1927-12-05,1929-03-03,ID,NULL,3,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000289,0,G000289-0,rep,1993-01-05,1995-01-03,VA,6,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000289,1,G000289-1,rep,1995-01-04,1997-01-03,VA,6,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000289,2,G000289-2,rep,1997-01-07,1999-01-03,VA,6,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000289,3,G000289-3,rep,1999-01-06,2001-01-03,VA,6,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000289,4,G000289-4,rep,2001-01-03,2003-01-03,VA,6,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000289,5,G000289-5,rep,2003-01-07,2005-01-03,VA,6,NULL,Republican,"Not Given",http://www.house.gov/goodlatte,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000289,6,G000289-6,rep,2005-01-04,2007-01-03,VA,6,NULL,Republican,"Not Given",http://www.house.gov/goodlatte,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000289,7,G000289-7,rep,2007-01-04,2009-01-03,VA,6,NULL,Republican,"Not Given",http://www.house.gov/goodlatte,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000289,8,G000289-8,rep,2009-01-06,2011-01-03,VA,6,NULL,Republican,"Not Given",http://www.house.gov/goodlatte,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000289,9,G000289-9,rep,2011-01-05,2013-01-03,VA,6,NULL,Republican,"Not Given",http://www.house.gov/goodlatte,"2240 Rayburn HOB; Washington DC 20515-4606",202-225-5431,202-225-9681,http://www.house.gov/goodlatte/emailbob.htm,"2240 Rayburn House Office Building","Not Given","Not Given","Not Given"
G000289,10,G000289-10,rep,2013-01-03,2015-01-03,VA,6,NULL,Republican,"Not Given",http://goodlatte.house.gov,"2309 Rayburn HOB; Washington DC 20515-4606",202-225-5431,202-225-9681,http://goodlatte.house.gov/contacts/new,"2309 Rayburn House Office Building","Not Given",http://goodlatte.house.gov/press_releases.rss,"Not Given"
G000289,11,G000289-11,rep,2015-01-06,2017-01-03,VA,6,NULL,Republican,"Not Given",http://goodlatte.house.gov,"2309 Rayburn HOB; Washington DC 20515-4606",202-225-5431,202-225-9681,http://goodlatte.house.gov/contacts/new,"2309 Rayburn House Office Building","Not Given",http://goodlatte.house.gov/press_releases.rss,"Not Given"
G000289,12,G000289-12,rep,2017-01-03,2019-01-03,VA,6,NULL,Republican,"Not Given",https://goodlatte.house.gov,"2309 Rayburn House Office Building; Washington DC 20515-4606",202-225-5431,202-225-9681,"Not Given","2309 Rayburn House Office Building","Not Given",http://goodlatte.house.gov/press_releases.rss,"Not Given"
G000290,0,G000290-0,rep,1961-01-03,1963-01-03,PA,19,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000290,1,G000290-1,rep,1963-01-09,1965-01-03,PA,19,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000290,2,G000290-2,rep,1967-01-10,1969-01-03,PA,19,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000290,3,G000290-3,rep,1969-01-03,1971-01-03,PA,19,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000290,4,G000290-4,rep,1971-01-21,1973-01-03,PA,19,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000290,5,G000290-5,rep,1973-01-03,1975-01-03,PA,19,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000291,0,G000291-0,rep,1975-01-14,1977-01-03,PA,19,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000291,1,G000291-1,rep,1977-01-04,1979-01-03,PA,19,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000291,2,G000291-2,rep,1979-01-15,1981-01-03,PA,19,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000291,3,G000291-3,rep,1981-01-05,1983-01-03,PA,19,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000291,4,G000291-4,rep,1983-01-03,1985-01-03,PA,19,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000291,5,G000291-5,rep,1985-01-03,1987-01-03,PA,19,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000291,6,G000291-6,rep,1987-01-06,1989-01-03,PA,19,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000291,7,G000291-7,rep,1989-01-03,1991-01-03,PA,19,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000291,8,G000291-8,rep,1991-01-03,1993-01-03,PA,19,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000291,9,G000291-9,rep,1993-01-05,1995-01-03,PA,19,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000291,10,G000291-10,rep,1995-01-04,1997-01-03,PA,19,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000291,11,G000291-11,rep,1997-01-07,1999-01-03,PA,19,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000291,12,G000291-12,rep,1999-01-06,2001-01-03,PA,19,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000292,0,G000292-0,rep,1889-12-02,1891-03-03,KY,3,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000292,1,G000292-1,rep,1891-12-07,1893-03-03,KY,3,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000292,2,G000292-2,rep,1893-08-07,1895-03-03,KY,3,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000293,0,G000293-0,rep,1795-12-07,1797-03-03,CT,-1,NULL,Federalist,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000293,1,G000293-1,rep,1797-05-15,1799-03-03,CT,-1,NULL,Federalist,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000293,2,G000293-2,rep,1799-12-02,1801-03-03,CT,-1,NULL,Federalist,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000293,3,G000293-3,sen,1807-10-26,1813-03-03,CT,NULL,3,Federalist,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000294,0,G000294-0,rep,1799-12-02,1801-03-03,CT,-1,NULL,Federalist,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000295,0,G000295-0,rep,1851-12-01,1853-03-03,MA,7,NULL,Whig,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000295,1,G000295-1,rep,1853-12-05,1855-03-03,MA,11,NULL,Whig,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000296,0,G000296-0,rep,1871-03-04,1873-03-03,NY,26,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000297,0,G000297-0,rep,1943-01-06,1945-01-03,MA,8,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000297,1,G000297-1,rep,1945-01-03,1947-01-03,MA,8,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000297,2,G000297-2,rep,1947-01-03,1949-01-03,MA,8,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000297,3,G000297-3,rep,1949-01-03,1951-01-03,MA,8,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000297,4,G000297-4,rep,1951-01-03,1953-01-03,MA,8,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000297,5,G000297-5,rep,1953-01-03,1955-01-03,MA,8,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000298,0,G000298-0,rep,1913-04-07,1915-03-03,ME,3,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000299,0,G000299-0,rep,1925-12-07,1927-03-04,MN,10,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000299,1,G000299-1,rep,1927-12-05,1929-03-03,MN,10,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000299,2,G000299-2,rep,1929-04-15,1931-03-03,MN,10,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000299,3,G000299-3,rep,1931-12-07,1933-03-03,MN,10,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000300,0,G000300-0,rep,1853-12-05,1855-03-03,NY,22,NULL,Whig,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000300,1,G000300-1,rep,1857-12-07,1859-03-03,NY,22,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000301,0,G000301-0,rep,1861-07-04,1863-03-03,ME,1,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000301,1,G000301-1,rep,1865-12-04,1867-03-03,AZ,0,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000302,0,G000302-0,rep,1933-03-09,1935-01-03,NY,27,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000302,1,G000302-1,rep,1935-01-03,1937-01-03,NY,27,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000302,2,G000302-2,rep,1937-01-05,1939-01-03,NY,27,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000303,0,G000303-0,rep,1939-01-03,1941-01-03,IA,6,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000304,0,G000304-0,rep,1911-04-04,1913-03-03,AR,7,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000304,1,G000304-1,rep,1913-04-07,1915-03-03,AR,7,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000304,2,G000304-2,rep,1915-12-06,1917-03-03,AR,7,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000304,3,G000304-3,rep,1917-04-02,1919-03-03,AR,7,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000304,4,G000304-4,rep,1919-05-19,1921-03-03,AR,7,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000305,0,G000305-0,rep,1895-12-02,1897-03-03,AL,5,NULL,Populist,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000306,0,G000306-0,rep,1803-10-17,1805-03-03,VA,18,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000306,1,G000306-1,rep,1805-12-02,1807-03-03,VA,18,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000306,2,G000306-2,rep,1807-10-26,1809-03-03,VA,18,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000306,3,G000306-3,rep,1809-05-22,1811-03-03,VA,18,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000306,4,G000306-4,rep,1811-11-04,1813-03-03,VA,18,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000306,5,G000306-5,rep,1813-05-24,1815-03-03,VA,19,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000306,6,G000306-6,rep,1815-12-04,1817-03-03,VA,19,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000306,7,G000306-7,rep,1817-12-01,1819-03-03,VA,19,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000307,0,G000307-0,rep,1845-12-01,1847-03-03,NY,21,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000307,1,G000307-1,rep,1865-12-04,1867-03-03,NY,14,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000308,0,G000308-0,rep,1919-05-19,1921-03-03,WV,5,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000308,1,G000308-1,rep,1921-04-11,1923-03-03,WV,5,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000309,0,G000309-0,rep,1985-01-03,1987-01-03,TN,6,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000309,1,G000309-1,rep,1987-01-06,1989-01-03,TN,6,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000309,2,G000309-2,rep,1989-01-03,1991-01-03,TN,6,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000309,3,G000309-3,rep,1991-01-03,1993-01-03,TN,6,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000309,4,G000309-4,rep,1993-01-05,1995-01-03,TN,6,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000309,5,G000309-5,rep,1995-01-04,1997-01-03,TN,6,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000309,6,G000309-6,rep,1997-01-07,1999-01-03,TN,6,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000309,7,G000309-7,rep,1999-01-06,2001-01-03,TN,6,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000309,8,G000309-8,rep,2001-01-03,2003-01-03,TN,6,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000309,9,G000309-9,rep,2003-01-07,2005-01-03,TN,6,NULL,Democrat,"Not Given",http://www.house.gov/gordon,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000309,10,G000309-10,rep,2005-01-04,2007-01-03,TN,6,NULL,Democrat,"Not Given",http://www.house.gov/gordon,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000309,11,G000309-11,rep,2007-01-04,2009-01-03,TN,6,NULL,Democrat,"Not Given",http://gordon.house.gov,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000309,12,G000309-12,rep,2009-01-06,2011-01-03,TN,6,NULL,Democrat,"Not Given",http://gordon.house.gov,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000310,0,G000310-0,rep,1907-12-02,1909-03-03,TN,10,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000310,1,G000310-1,rep,1909-03-15,1911-03-03,TN,10,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000310,2,G000310-2,rep,1911-04-04,1913-03-03,TN,10,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000311,0,G000311-0,rep,1791-10-24,1793-03-03,NY,6,NULL,,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000311,1,G000311-1,rep,1793-12-02,1795-03-03,NY,9,NULL,,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000312,0,G000312-0,sen,1909-03-15,1911-03-03,MS,NULL,2,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000313,0,G000313-0,sen,1873-12-01,1879-03-03,GA,NULL,3,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000313,1,G000313-1,sen,1879-03-18,1881-03-03,GA,NULL,3,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000313,2,G000313-2,sen,1891-12-07,1897-03-03,GA,NULL,3,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000314,0,G000314-0,rep,1899-12-04,1901-03-03,OH,4,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000314,1,G000314-1,rep,1901-12-02,1903-03-03,OH,4,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000315,0,G000315-0,rep,1841-05-31,1843-03-03,NY,20,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000315,1,G000315-1,rep,1845-12-01,1847-03-03,NY,10,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000316,0,G000316-0,rep,1943-01-06,1945-01-03,IL,8,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000316,1,G000316-1,rep,1945-01-03,1947-01-03,IL,8,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000316,2,G000316-2,rep,1947-01-03,1949-01-03,IL,8,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000316,3,G000316-3,rep,1949-01-03,1951-01-03,IL,8,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000316,4,G000316-4,rep,1951-01-03,1953-01-03,IL,8,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000316,5,G000316-5,rep,1953-01-03,1955-01-03,IL,8,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000316,6,G000316-6,rep,1955-01-05,1957-01-03,IL,8,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000316,7,G000316-7,rep,1957-01-03,1959-01-03,IL,8,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000317,0,G000317-0,rep,1913-04-07,1915-03-03,OH,20,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000317,1,G000317-1,rep,1915-12-06,1917-03-03,OH,20,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000317,2,G000317-2,rep,1917-04-02,1919-03-03,OH,20,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000318,0,G000318-0,rep,1797-05-15,1799-03-03,NH,-1,NULL,Federalist,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000318,1,G000318-1,rep,1799-12-02,1801-03-03,NH,-1,NULL,Federalist,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000319,0,G000319-0,rep,1829-12-07,1831-03-03,VA,10,NULL,Jackson,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000319,1,G000319-1,rep,1831-12-05,1833-03-03,VA,10,NULL,Jackson,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000319,2,G000319-2,rep,1833-12-02,1835-03-03,VA,12,NULL,Jackson,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000320,0,G000320-0,rep,1939-01-03,1941-01-03,TN,4,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000320,1,G000320-1,rep,1941-01-03,1943-01-03,TN,4,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
G000320,2,G000320-2,rep,1943-01-06,1945-01-03,TN,4,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
