full_name,first_name,last_name,middle_name,nickname,suffix,other_names_end,other_names_middle,other_names_last,birthday,gender,id_bioguide,id_govtrack,id_icpsr,id_wikipedia,id_wikidata,id_google_entity_id,id_house_history,id_thomas,id_cspan,id_votesmart,id_lis,id_ballotpedia,id_opensecrets,id_fec_0,id_fec_1,id_fec_2
"Samuel Fleming Barr",Samuel,Barr,Fleming,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000171,401172,459,"Samuel Fleming Barr",Q7411388,kg:/m/0ksrwz,8993,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"James Burns Belford",James,Belford,Burns,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000326,401318,593,"James B. Belford",Q1679973,kg:/m/02rhj30,9198,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Horatio Bisbee",Horatio,Bisbee,"Not Given","Not Given",Jr.,"Not Given","Not Given","Not Given",NULL,Male,B000485,401466,730,"Horatio Bisbee Jr.",Q238626,kg:/m/02rhhnj,9404,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Thomas Mead Bowen",Thomas,Bowen,Mead,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000686,401648,900,"Thomas M. Bowen",Q376332,kg:/m/0bc9rp,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Samuel Myron Brainerd",Samuel,Brainerd,Myron,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000761,401720,970,"Samuel Myron Brainerd",Q7412252,kg:/m/0ksxs5,9760,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Bratton",John,Bratton,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000772,401731,980,"John Bratton",Q1699398,kg:/m/02vrpcp,9776,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Edward Breitung",Edward,Breitung,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000795,401752,1001,"Edward Breitung",Q214858,kg:/m/0479yl,9806,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Thomas Hurley Brents",Thomas,Brents,Hurley,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000806,401763,NULL,"Thomas Hurley Brents",Q1500439,kg:/m/02rjzsr,9821,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Francis Beattie Brewer",Francis,Brewer,Beattie,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000809,401766,1014,"Francis B. Brewer",Q13219085,kg:/m/02rky_t,9825,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Hart Brewer",John,Brewer,Hart,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000810,401767,1015,"J. Hart Brewer",Q1676333,kg:/m/02vn_52,9826,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"James Overton Broadhead",James,Broadhead,Overton,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B000848,401805,1049,"James Broadhead",Q1680065,kg:/m/02q5rq4,9875,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Hugh Buchanan",Hugh,Buchanan,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B001003,401953,1185,"Hugh Buchanan",Q1634238,kg:/m/02rk0w3,10070,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Aylett Hawes Buckner",Aylett,Buckner,Hawes,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B001031,401981,1212,"Aylett Hawes Buckner",Q793064,kg:/m/02rz5h1,10106,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"James Herbert Budd",James,Budd,Herbert,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,B001034,401984,1214,"James Budd",Q881308,kg:/m/03kmh9,10109,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Henry Calkins",William,Calkins,Henry,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000048,402209,1422,"William H. Calkins",Q2579036,kg:/m/02rkj37,10501,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"George Williams Cassidy",George,Cassidy,Williams,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000237,402382,1586,"George Williams Cassidy",Q1508632,kg:/m/0272_5_,10752,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"James Ronald Chalmers",James,Chalmers,Ronald,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000272,402415,1617,"James Ronald Chalmers",Q975506,kg:/m/0gpr3d,10799,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"James Franklin Clay",James,Clay,Franklin,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000484,402622,1812,"James Franklin Clay",Q1680411,kg:/m/02rhj7h,11053,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Daniel Ward Connolly",Daniel,Connolly,Ward,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000696,402821,1998,"Daniel W. Connolly",Q5218994,kg:/m/0dpfhd,11326,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"George Leroy Converse",George,Converse,Leroy,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000711,402835,2011,"George L. Converse",Q5541449,kg:/m/02rl_z3,11344,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Calhoun Cook",John,Cook,Calhoun,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000719,402842,2018,"John C. Cook",Q1699484,kg:/m/02rd_m9,11353,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Cosgrove",John,Cosgrove,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000793,402913,2080,"John Cosgrove (Missouri politician)",Q1699666,kg:/m/02rtkxd,11447,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"George Washington Covington",George,Covington,Washington,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000815,402933,2097,"George Washington Covington",Q404502,kg:/m/026vs24,11476,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Wirt Culbertson",William,Culbertson,Wirt,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000966,403077,2232,"William Wirt Culbertson",Q1249550,kg:/m/02rk0gd,11662,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Cullen",William,Cullen,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C000971,403082,2237,"William Cullen (representative)",Q8007356,kg:/m/02rl17n,11667,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Marsena Edgar Cutts",Marsena,Cutts,Edgar,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,C001032,403139,2293,"Marsena E. Cutts",Q1765336,kg:/m/02rf2wy,11738,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"George Royal Davis",George,Davis,Royal,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,D000100,403236,2381,"George R. Davis",Q4264986,kg:/m/02rk9qc,11954,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Lowndes Henry Davis",Lowndes,Davis,Henry,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,D000124,403259,2402,"Lowndes Henry Davis",Q1872630,kg:/m/026_vn0,11986,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Peter Victor Deuster",Peter,Deuster,Victor,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,D000274,403409,2530,"Peter V. Deuster",Q110070,kg:/m/02vrq4v,12167,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"George Gibbs Dibrell",George,Dibrell,Gibbs,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,D000301,403423,2554,"George Gibbs Dibrell",Q1507410,kg:/m/0dhxz4,12201,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Dorsheimer",William,Dorsheimer,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,D000442,403552,2679,"William Dorsheimer",Q2578478,kg:/m/0gm77x,12384,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Clement Dowd",Clement,Dowd,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,D000463,403573,2697,"Clement Dowd",Q932538,kg:/m/0kt64q,12412,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Addison Duncan",William,Duncan,Addison,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,D000538,403645,2762,"William Addison Duncan",Q13219607,kg:/m/0ksysm,12498,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Wallace Eaton",William,Eaton,Wallace,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,E000028,403723,2832,"William W. Eaton",Q1704058,kg:/m/0bh6q5,12636,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Mortimer Fitzland Elliott",Mortimer,Elliott,Fitzland,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,E000126,403817,2915,"Mortimer Fitzland Elliott",Q6914720,kg:/m/0ksz50,12749,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Ezekiel John Ellis",Ezekiel,Ellis,John,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,E000134,403825,2923,"E. John Ellis",Q1273509,kg:/m/02rtmry,12760,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Eastin English",William,English,Eastin,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,E000190,403878,2971,"William E. English",Q734473,kg:/m/02rkj04,12832,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Hamilton Evins",John,Evins,Hamilton,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,E000272,403951,3033,"John H. Evins",Q1700306,kg:/m/02vrp8l,12936,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Thomas Merrill Ferrell",Thomas,Ferrell,Merrill,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,F000089,404047,3117,"Thomas M. Ferrell",Q2425947,kg:/m/02vn_5f,13082,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Henry Frederick Fiedler",William,Fiedler,"Henry Frederick","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,F000103,404060,3130,"William H. F. Fiedler",Q1530483,kg:/m/02x3llc,13104,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Frederick Finerty",John,Finerty,Frederick,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,F000127,404082,3150,"John F. Finerty",Q4264993,kg:/m/02rkbml,13132,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Fassett Follett",John,Follett,Fassett,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,F000243,404197,3253,"John F. Follett",Q1700012,kg:/m/02rm1m1,13280,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Augustus Hill Garland",Augustus,Garland,Hill,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,G000065,404438,3475,"Augustus Hill Garland",Q770454,kg:/m/01sfnw,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"George Tankard Garrison",George,Garrison,Tankard,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,G000084,404456,3492,"George Tankard Garrison",Q1508333,kg:/m/03c2_5_,13666,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Melvin Clark George",Melvin,George,Clark,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,G000128,404498,3533,"Melvin Clark George",Q1639976,kg:/m/02rkzwn,13721,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Raglan Glascock",John,Glascock,Raglan,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,G000229,404591,3622,"John R. Glascock",Q1394371,kg:/m/02rhkgp,13854,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Alexander Graves",Alexander,Graves,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,G000390,404740,3759,"Alexander Graves",Q1432142,kg:/m/02rz5d_,14055,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Hancock",John,Hancock,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,H000150,405032,4028,"John Hancock (Texas politician)",Q1700359,kg:/m/04ck7l,14469,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Thomas Hardeman",Thomas,Hardeman,"Not Given","Not Given",Jr.,"Not Given","Not Given","Not Given",NULL,Male,H000181,405062,4049,"Thomas Hardeman Jr.",Q2424524,kg:/m/027crr7,14510,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Hardy",John,Hardy,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,H000196,405077,4063,"John Hardy (US politician)",Q1446736,kg:/m/02vpf_z,14529,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Alphonso Hart",Alphonso,Hart,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,H000282,405156,4140,"Alphonso Hart",Q2651110,kg:/m/02rlzrl,14631,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Dudley Chase Haskell",Dudley,Haskell,Chase,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,H000316,405189,4171,"Dudley C. Haskell",Q1263713,kg:/m/02rgb6m,14673,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Herschel Harrison Hatch",Herschel,Hatch,Harrison,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,H000335,405205,4185,"Herschel H. Hatch",Q1614528,kg:/m/0283dv2,14695,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Thomas Hord Herndon",Thomas,Herndon,Hord,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,H000534,405396,4358,"Thomas H. Herndon",Q2424452,kg:/m/02rk295,14947,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Goldsmith Whitehouse Hewitt",Goldsmith,Hewitt,Whitehouse,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,H000553,405415,4376,"Goldsmith W. Hewitt",Q1536111,kg:/m/02rk1sb,14969,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Fetter Schrier Hoblitzell",Fetter,Hoblitzell,Schrier,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,H000664,405519,4472,"Fetter Schrier Hoblitzell",Q1107785,kg:/m/02qzsf7,15105,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Hart Benton Holton",Hart,Holton,Benton,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,H000751,405602,4547,"Hart Benton Holton",Q1862741,kg:/m/0f0xdz,15211,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Benjamin Stephen Hooper",Benjamin,Hooper,Stephen,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,H000763,405613,4557,"Benjamin Stephen Hooper",Q817695,kg:/m/03c2_88,15229,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"James Herron Hopkins",James,Hopkins,Herron,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,H000775,405625,4569,"James Herron Hopkins",Q6135975,kg:/m/0ksytc,15244,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Roswell Gilbert Horr",Roswell,Horr,Gilbert,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,H000794,405643,4585,"Roswell G. Horr",Q595159,kg:/m/028751r,15266,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Julius Houseman",Julius,Houseman,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,H000820,405667,4608,"Julius Houseman",Q214760,kg:/m/0289f8,15298,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Benjamin Franklin Howey",Benjamin,Howey,Franklin,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,H000869,405716,4655,"Benjamin Franklin Howey",Q518284,kg:/m/0bw_dc,15360,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Carleton Hunt",Carleton,Hunt,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,H000969,405813,4742,"Carleton Hunt",Q1041657,kg:/m/0dd4ln,15478,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Frank Hunt Hurd",Frank,Hurd,Hunt,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,H001002,405842,4772,"Frank H. Hurd",Q5487008,kg:/m/02rl_w0,15517,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Waldo Hutchins",Waldo,Hutchins,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,H001009,405849,4779,"Waldo Hutchins",Q2377321,kg:/m/03c2zd3,15526,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Elza Jeffords",Elza,Jeffords,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,J000071,405975,4904,"Elza Jeffords",Q1334440,kg:/m/02rtn1y,15784,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Burr W. Jones",Burr,Jones,W.,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,J000213,406108,5025,"Burr W. Jones",Q1016893,kg:/m/026s0x5,15962,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Isaac M. Jordan",Isaac,Jordan,M.,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,J000268,406160,5074,"Isaac M. Jordan",Q1557233,kg:/m/0c4610,16033,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Adam Kasson",John,Kasson,Adam,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,K000018,406189,5100,"John A. Kasson",Q1699063,kg:/m/02rcw0q,16098,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"William Pitt Kellogg",William,Kellogg,Pitt,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,K000069,406239,5147,"William Pitt Kellogg",Q880771,kg:/m/0bvkt9,16166,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Edward Samuel Lacey",Edward,Lacey,Samuel,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,L000009,406519,5390,"Edward S. Lacey",Q1293435,kg:/m/026ptfm,16584,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Lucius Quintus Cincinnatus Lamar",Lucius,Lamar,"Quintus Cincinnatus","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,L000030,406540,5416,"Lucius Quintus Cincinnatus Lamar II",Q1549250,kg:/m/016trm,16613,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Edward Lamb",John,Lamb,Edward,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,L000034,406544,5420,"John Edward Lamb",Q1699932,kg:/m/02rkgnv,16619,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"George Van Eman Lawrence",George,Lawrence,"Van Eman","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,L000134,406639,5511,"George Van Eman Lawrence",Q5545441,kg:/m/0ksyxd,16765,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Edward Taylor Lewis",Edward,Lewis,Taylor,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,L000280,406778,5637,"Edward T. Lewis",Q1293817,kg:/m/02w4zbq,16938,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Tranquilino Luna",Tranquilino,Luna,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,L000513,406999,NULL,"Tranquilino Luna",Q928610,kg:/m/02rlf0_,17232,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Theodore Lyman",Theodore,Lyman,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,L000529,407013,5851,"Theodore Lyman (Massachusetts)",Q2418660,kg:/m/0czd6s,17253,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Edmund William McGregor Mackey",Edmund,Mackey,"William McGregor","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,M000024,407052,5886,"Edmund William McGregor Mackey",Q1286971,kg:/m/0fr4gb,17358,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Martin Maginnis",Martin,Maginnis,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,M000050,407078,NULL,"Martin Maginnis",Q1470195,kg:/m/02rpf3p,17389,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Vannoy Hartrog Manning",Vannoy,Manning,Hartrog,Van,"Not Given","Not Given","Not Given","Not Given",NULL,Male,M000111,407135,5965,"Van H. Manning",Q1308709,kg:/m/02ry2fq,17467,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Francisco Antonio Manzanares",Francisco,Manzanares,Antonio,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,M000118,407142,NULL,"Francisco Antonio Manzanares",Q1441861,kg:/m/0f3m35,17476,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Robert Murphy Mayo",Robert,Mayo,Murphy,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,M000287,407303,6114,"Robert Murphy Mayo",Q1532836,kg:/m/03c2_6b,17677,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Moses Ayers McCoid",Moses,McCoid,Ayers,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,M000348,407357,6164,"Moses A. McCoid",Q1949126,kg:/m/02rk7_q,17760,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Watts McCormick",John,McCormick,Watts,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,M000368,407373,6180,"John W. McCormick",Q6262401,kg:/m/02rm1x0,17784,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Samuel Wheeler Moulton",Samuel,Moulton,Wheeler,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,M001047,408014,6767,"Samuel W. Moulton",Q7412844,kg:/m/02rkcx4,18636,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Henry Lowndes Muldrow",Henry,Muldrow,Lowndes,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,M001068,408034,6786,"Henry L. Muldrow",Q1606968,kg:/m/02ry1rc,18663,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Robert Maynard Murray",Robert,Murray,Maynard,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,M001113,408076,6824,"Robert Maynard Murray",Q7347445,kg:/m/0d1qs_,18717,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Calhoun Nicholls",John,Nicholls,Calhoun,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,N000087,408172,6914,"John C. Nicholls",Q1699500,kg:/m/02rk0zk,18941,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Thomas Peck Ochiltree",Thomas,Ochiltree,Peck,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,O000021,408319,7009,"Thomas P. Ochiltree",Q2426418,kg:/m/02rv9yn,19094,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Granville Henderson Oury",Granville,Oury,Henderson,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,O000135,408387,NULL,"Granville Henderson Oury",Q1543279,kg:/m/06s5rb,19233,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"David Raymond Paige",David,Paige,Raymond,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000025,408436,7163,"David R. Paige",Q1176242,kg:/m/02rl_hb,19311,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Thomas Witherell Palmer",Thomas,Palmer,Witherell,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000044,408454,7181,"Thomas W. Palmer",Q2427963,kg:/m/03k3s_,NULL,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Denniston Patton",John,Patton,Denniston,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000139,408545,7264,"John Denniston Patton",Q13219752,kg:/m/03ksyb,19447,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"John Paul",John,Paul,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000144,408549,7267,"John Paul Sr. (judge)",Q1701355,kg:/m/02rtr2y,19453,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Stanton Judkins Peelle",Stanton,Peelle,Judkins,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000185,408589,7303,"Stanton J. Peelle",Q1566633,kg:/m/02rkhpv,19505,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Austin Franklin Pike",Austin,Pike,Franklin,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000345,408742,7447,"Austin F. Pike",Q781077,kg:/m/0d4xd7,19707,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Luke Potter Poland",Luke,Poland,Potter,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000406,408799,7504,"Luke P. Poland",Q1877058,kg:/m/0cy0dh,19783,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Walter Freshwater Pool",Walter,Pool,Freshwater,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000428,408819,7522,"Walter F. Pool",Q2544164,kg:/m/03c023x,19812,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"George Adams Post",George,Post,Adams,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000453,408840,7544,"George Adams Post",Q5536072,kg:/m/0ksz3x,19843,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
"Morton Everel Post",Morton,Post,Everel,"Not Given","Not Given","Not Given","Not Given","Not Given",NULL,Male,P000456,408843,NULL,"Morton Everel Post",Q1718292,kg:/m/02rjxd2,19846,NULL,NULL,NULL,"Not Given","Not Given",,,"Not Given","Not Given"
